,liste_preference
1901,[3966 4859 8792 ... 5976 1212 6540]
1902,[  65 2024 4357 ... 5711 4387 2563]
1903,[7264 6128 7119 ... 3794 4796 8113]
1904,[9462 4739 5782 ... 1030 7477 7033]
1905,[4268 2145 9941 ... 7750 8353 6058]
1906,[5600 6367 2202 ... 8336  628 2879]
1907,[7413 3428 3160 ... 6367 1250 5441]
1908,[4613 7518 1939 ... 5864 6624 5266]
1909,[4836 2832 1384 ...   91 7715  334]
1910,[7021  765 9096 ... 4286 5898 9971]
1911,[1889  574 2011 ... 3477 4032 1393]
1912,[5376   49 3376 ... 7428 6544 9645]
1913,[7079 4543 3958 ... 5590 1261 8537]
1914,[3524 1727 5193 ... 6422 8669 7539]
1915,[6970 3666 1804 ...  705 7257 7147]
1916,[1911 1285 6014 ... 4960 5996 2627]
1917,[6294 1549 5958 ... 3317 4446 3226]
1918,[1094 2449 7222 ... 5898 4317 6004]
1919,[6159 3533 1745 ... 6503 5322 2560]
1920,[ 442 2571 5430 ... 2356 7287 1606]
1921,[7917 3268 8767 ...  311 5798 8505]
1922,[9359  734 3392 ... 8895 8444  424]
1923,[5459 6408 2991 ... 7150 6373 5594]
1924,[9387 6529 2310 ... 1969 5315 7088]
1925,[ 505 4745 1576 ... 3827 3759 3066]
1926,[7391 2435 9145 ...   24 1285 2776]
1927,[7167  525  539 ... 3994 9223 6419]
1928,[5549 2773 7967 ...  238 3780  696]
1929,[ 838  555 8834 ... 5162 3667  881]
1930,[6835 3791 6250 ... 4136 6374 6852]
1931,[8106 4233 1311 ... 5204 7401 3961]
1932,[7804  353 9771 ...  497 6823 2838]
1933,[1691 8322 1582 ... 4900 8197 5569]
1934,[8998 5411 6474 ... 1228 5916 3374]
1935,[2260 7719 4157 ... 1769 3046 4735]
1936,[8883 7208  133 ... 8290 4062 8154]
1937,[5633 9295 6743 ... 7461 7757 6985]
1938,[7802 1683 8201 ... 1422 2314  100]
1939,[9334 7438 1538 ... 1084 3102 1727]
1940,[3598 2305 3166 ... 8214 7599 5304]
1941,[ 414 9095 4274 ... 4389 4454 7705]
1942,[3623 4098 7587 ... 5341 4404 8956]
1943,[3163 9704 9967 ...  969 7614 6481]
1944,[3772  207 9277 ...  129 6161 9925]
1945,[2200 2604 9969 ... 8754 9883 7206]
1946,[8599 1848 1230 ... 9291 7914 4296]
1947,[9157 1888 4855 ... 5952 1376 4846]
1948,[4802 1688 3923 ... 5653 3429 3570]
1949,[7280 8035 3116 ... 7013   20 3691]
1950,[9134 1910 1194 ... 2262  194 1637]
1951,[8991 5893 4948 ... 5260 6695 1020]
1952,[2551 6390 2207 ... 1483  449 6681]
1953,[7201 8189 6084 ... 9519  589 8929]
1954,[5423 1151 5705 ... 3342 8698 3067]
1955,[3925 4533 8573 ...  123 2795  360]
1956,[6344 1800 3685 ... 9833 9148 6441]
1957,[8017 9883 6044 ... 1235 5541 9080]
1958,[8871 3055 2055 ... 1614 2146 2637]
1959,[8658 9217 4749 ... 5555 9418 3460]
1960,[1190 1969 5642 ... 7873 1661 4271]
1961,[7455 5857 2826 ... 8138  399 6613]
1962,[7322 1406 8292 ... 5931 7657 5210]
1963,[5183 8359 2713 ... 2610 2212 8469]
1964,[6214 2952  935 ... 7437 4757 6038]
1965,[2243 3716 9011 ...  791 9479 8964]
1966,[4666 3820 9768 ...  615 4197 8216]
1967,[8638 7874 6939 ... 8541 4769 2962]
1968,[5630 7107 7645 ... 7568 6599 8970]
1969,[3422 4327  189 ... 2683  974  343]
1970,[8472 7200 9398 ... 6667 5101 5508]
1971,[9671 8930 7090 ... 8395 4732 3136]
1972,[8024 5280 5629 ... 8070 6575 7939]
1973,[1178 2640 3147 ... 7471 5805 8361]
1974,[ 639 4135 4857 ... 3837 2766 1869]
1975,[3866 7577 4370 ...  507 5019 6790]
1976,[7890 6528  383 ... 2862  226 1212]
1977,[5980 9336 9484 ... 5729 9044 5368]
1978,[9789 3824 2921 ... 2369 9267 6998]
1979,[1194  156 5182 ... 7135 1211 3641]
1980,[6966 8144 9861 ... 7309 4722  129]
1981,[8189 9149   47 ... 5757 8267 4970]
1982,[2379 8005 3994 ... 1879 6949 8199]
1983,[7847  275 8502 ... 9473  491 4900]
1984,[ 936 5734 7445 ... 5115 5177 8024]
1985,[7515 5272 3048 ... 4767 8665 1340]
1986,[1502 2156 6345 ... 8155 5821  812]
1987,[9726 5492 5192 ... 6731 9281 5827]
1988,[5721 3664 2940 ...  794  573 1620]
1989,[ 381 3644 7768 ... 2034 3509 4606]
1990,[9858 3463 8814 ... 1217 3248 6893]
1991,[8823 1778 4916 ... 9337 6301 6470]
1992,[ 356 6836 9877 ... 4376 4666 1684]
1993,[ 969  328 2891 ...  420 5183 8437]
1994,[5925  902 3836 ... 9976 1139 1985]
1995,[ 792 9316 3940 ... 8787 2605 8618]
1996,[5154 1386 6923 ...  908 9296 9712]
1997,[9716 4067 4918 ... 8799 4706  157]
1998,[ 733 5467 1707 ... 8143   59  460]
1999,[9702 5242 8732 ... 8082 5166 9983]
2000,[  58 6066 2285 ... 9120 4922 7328]
2001,[5209 8938 8952 ... 8559 2568 9042]
2002,[5802   76 3416 ... 7127 2578  802]
2003,[7432 9672 5086 ... 4665 2043 7598]
2004,[ 967 2928 2919 ... 1512 4244 5300]
2005,[6334  643 4092 ... 5141 6445  664]
2006,[6206 8530 7950 ... 2773  833  728]
2007,[ 545 1611 9942 ... 6377 7102 5155]
2008,[8421 3898 2060 ...  307 4504 6520]
2009,[6636 7975  935 ...  674   79 8742]
2010,[1174 6034 3120 ... 1176 7731  523]
2011,[9802 8019    5 ... 1350 4030 8399]
2012,[3469 9819 3504 ... 8279 8651 1720]
2013,[9817 1911 2958 ... 2268 8917 1259]
2014,[4964 9673 4305 ... 8922 3354 1345]
2015,[1362 6142 7230 ... 2534   86 9896]
2016,[4179 4325 7838 ... 9301  905 2307]
2017,[6819 3662  208 ... 2873 3564 1000]
2018,[8849 5567 9617 ... 9391 3871 2977]
2019,[ 163 3707 7582 ... 9391 6534 7240]
2020,[1976 2395 9999 ... 2025 4650  124]
2021,[8212 4641 4534 ... 8989 1491 4036]
2022,[6764 2081 1580 ... 5110 9936 1581]
2023,[6766 3225 8855 ... 1101  118 1741]
2024,[ 248 7373 6256 ... 2801 1724 6962]
2025,[9453 5463 9555 ... 8158 3781 3128]
2026,[5728 9921 5902 ... 9487 2157 4357]
2027,[1930 3048 7738 ... 1615 4328 6706]
2028,[1591 7740 5328 ... 3001 6605 2487]
2029,[7392 1877 7578 ... 4857 4134 5816]
2030,[3172 9894 7050 ... 4314 5162 9992]
2031,[1230  703 7598 ... 3294 8354 3496]
2032,[2731 5737 1670 ...  991 5955 5408]
2033,[6248 9488 2998 ... 2069 3602 2497]
2034,[ 789 7152 2283 ... 5356 8449 7094]
2035,[5564  441 2749 ... 5706  650 1731]
2036,[5750 7033 6526 ... 9718 8840 9222]
2037,[4162 8802  342 ... 4571 4563 9569]
2038,[ 707 3592 5062 ... 6670 9571 7731]
2039,[9869 7811 9859 ... 5926 6856 4445]
2040,[3649 4872 5454 ... 4354 2030 4730]
2041,[1741 4881 4169 ... 4366   37 2750]
2042,[2946 6259 4837 ...  919 7414 1806]
2043,[7633 3345 1542 ... 9619 5387 5502]
2044,[1660 6697 7843 ... 2239 6288 2637]
2045,[1737 6468 1796 ... 3775 4902 7192]
2046,[7799 9874 4402 ... 1260 6480 4678]
2047,[1847 7034 4441 ... 3478 4343  810]
2048,[6958 1813 5321 ... 6008 1602 1385]
2049,[2616 4490 7653 ... 4109 4579 4030]
2050,[8720 4822 7327 ... 4573 4160 3834]
2051,[9000 8007  556 ... 9178 3072  905]
2052,[8779  138 6475 ... 9268 8871 4941]
2053,[2148 5722 3135 ... 9483 2673 7306]
2054,[1911 7825 3554 ... 4329 2511 4400]
2055,[ 197 9828  302 ... 2194 2190 1898]
2056,[2948 1461 9225 ... 4186  473 4562]
2057,[8408 9608 9236 ... 7190 1879 2087]
2058,[7391 2330 8982 ... 6262 3802 8924]
2059,[2132  492 3240 ... 8981 6475 9969]
2060,[3847 5830  515 ... 4982 1326 4346]
2061,[5781 1040 7506 ... 1717 5271 1580]
2062,[1966 8833 7298 ... 5731   45 9240]
2063,[9879 8665 1807 ... 6988 7700 9255]
2064,[7500 8145 8867 ... 3049 3933 4418]
2065,[8318 2405 9965 ...  228 7736 2045]
2066,[6725 8895 2576 ... 4727 4836 7932]
2067,[3349 2529 9381 ... 4507 4733 7286]
2068,[8928 4248 1688 ... 3133 9507  832]
2069,[1748 5571 7962 ... 4059 4070 8136]
2070,[1474 5450 5303 ... 3023 4364 8391]
2071,[2565 4612 4933 ... 9690 1933 5900]
2072,[2667 3256 8409 ... 1519 9550 9994]
2073,[4159 3747 7080 ...  440 1320 2077]
2074,[4557 6189 1879 ... 6639 7865 4046]
2075,[3727 2908 9878 ...  438 3958 6693]
2076,[6213 3015 9928 ... 1226  635  225]
2077,[2874 9319 9259 ... 5816 3445 3210]
2078,[9060 9453 6278 ... 8665 6011 9206]
2079,[ 375 7007 7744 ... 4902 6330 5129]
2080,[2320 3139 2881 ... 8305 9852 3524]
2081,[7923 9996 2348 ... 6360 7563 3920]
2082,[5122 1459 1611 ... 1448 1200 4653]
2083,[6761 9666 8792 ... 4138 5570 7705]
2084,[3349 4266 9161 ... 9074 2295 8838]
2085,[4283 9864 3842 ... 7072 6250 6434]
2086,[7725 9127 8963 ... 6667 1378 3181]
2087,[2247 8233 1054 ... 8808 5877 7336]
2088,[7414 4603  112 ... 8981 9094 1695]
2089,[9915 7924 5518 ... 8914 9058 8816]
2090,[4297 3070 2318 ... 2995  389  328]
2091,[5420 1102 6708 ... 6397 5167 3817]
2092,[6056 8084 6357 ... 7031  232 7710]
2093,[5627 6320 8225 ... 5856  309 4140]
2094,[8832 7960   66 ... 7163  424 3761]
2095,[7203 1817 7764 ... 9737 2245 9702]
2096,[6941 6150 4623 ... 9051 7272 3348]
2097,[ 947  681 8966 ...  754 6006 3916]
2098,[2743 3520 2102 ... 8496 7403 8582]
2099,[8304 5918  955 ... 9609 1480 2636]
2100,[9713 7127 5009 ... 5856 6434 7085]
2101,[ 399 5901 7532 ... 2157 9026 6524]
2102,[6163 6580 8372 ... 4946 7788 2392]
2103,[7731 4191 8356 ... 2198 4245 8138]
2104,[2923 7197 9336 ... 6154 4043  992]
2105,[9617 2847 6435 ... 4533 6730 2625]
2106,[9384 1622 8560 ... 1604 4191 7332]
2107,[6205 9301 4717 ...   41 2060 8047]
2108,[4366 1657 3982 ... 1939 6588 9683]
2109,[4367  689 8881 ... 7546 1171 9769]
2110,[1662   89 7084 ... 4200 2065 2841]
2111,[6697 9883 5869 ... 8029 2929 2826]
2112,[1993 1381 5224 ... 7744 4397  760]
2113,[4603 7567  308 ... 7034 5389 6173]
2114,[ 397 2916 7725 ... 3424 7990 6952]
2115,[1523 1807 8562 ... 9413 5334 2337]
2116,[5329 4859  927 ... 5830 4444 5254]
2117,[7602  837 9678 ... 2698 7181 5194]
2118,[ 389 3502 7366 ... 7660 1206 4570]
2119,[8016 5356 2668 ... 4134 6117 4396]
2120,[5454  193 2372 ... 1289 7301 3269]
2121,[7153 8677   60 ... 2010 8661  183]
2122,[7770 4010  463 ... 4710 5834 8368]
2123,[3058 6495 1406 ... 2631 7186 3254]
2124,[ 880 9399 2213 ... 5885 9003 4279]
2125,[1573 3009 6527 ...   75 1532  377]
2126,[9718 4335  189 ... 3193 2868 6685]
2127,[6247 8617 4266 ...  996 8060  799]
2128,[3031  967 1893 ... 8034  403 6823]
2129,[2507 7755 3939 ... 7235 8806 7248]
2130,[ 882 3281 3782 ... 4387 3858 3246]
2131,[3561 8752 6874 ... 9717 7240 4965]
2132,[7005 3331 3547 ... 2436 8243 7819]
2133,[9248   86 2031 ... 4106 1737 7172]
2134,[1977 3389 2321 ... 1167  126 3043]
2135,[8575 1770 6842 ... 1415 3209 3335]
2136,[3885  956 1882 ... 3857 2968 1477]
2137,[5060  717 2146 ... 6130   40  731]
2138,[3186 6364  725 ... 2909 4291 9200]
2139,[5493 3912 7560 ... 1086 4678 7823]
2140,[8087 3245 7718 ... 2368  757 8776]
2141,[4442  133 4727 ... 3285  634 9020]
2142,[5383 1371 1019 ... 1262 2712 6797]
2143,[4433 7279 3084 ... 9498 6783 5482]
2144,[6577 8307 7192 ... 4197 9202 8805]
2145,[1813 1125 1137 ... 8044 8004 9321]
2146,[8977 6270 5383 ... 8910 1812 7004]
2147,[9820   24 3098 ... 3939 8495 5463]
2148,[  20 5634 3047 ... 6907 2977 2657]
2149,[2425  122 6231 ... 6743 6958 7174]
2150,[6404 4806  109 ... 1594 7606 2953]
2151,[7867 1965 8996 ... 8743 6439 4884]
2152,[4166 1021 2073 ... 3315 2771 4020]
2153,[5339 4791 2450 ... 8822 3720 1847]
2154,[6799 7414 9923 ... 9153 8388 8800]
2155,[7983 4621 8138 ... 9847 6925 1622]
2156,[6086 4154 5124 ... 4996 5147  446]
2157,[ 517 3517 9455 ... 7556  993 5523]
2158,[ 452 2108 6308 ... 7918  950 1401]
2159,[3470 5504 6726 ... 4088 8753 3288]
2160,[2298 2153 8707 ... 6158 3588 8734]
2161,[ 376 1559 5756 ... 8791 1317 4957]
2162,[4419 7477 7988 ... 7346  294 8818]
2163,[8403 9049 5700 ... 5204 8726 5232]
2164,[8800 3026 9980 ... 4780 3152 2025]
2165,[9605 5118 4692 ... 7953 7673 6451]
2166,[7644 5280 5942 ... 8475 6333 6718]
2167,[3567 1179 9075 ... 4356 9223 4783]
2168,[4199 9707 7262 ... 9421 9706 7336]
2169,[4738 6504 3038 ... 2796 6645 6262]
2170,[4179 9634 6787 ... 4805  852    8]
2171,[3642 9101  300 ... 6289 5520 9960]
2172,[3571 6370 5860 ... 2804 2034 1731]
2173,[8193 5835 2973 ... 6610 6344  990]
2174,[7454 9263 5844 ... 1878  487 5018]
2175,[1982 9674 3055 ...  710 9842 7977]
2176,[4299 3814 6826 ... 9024 8767 2838]
2177,[3706 6557 7967 ... 7729 9485 4631]
2178,[1803 4326 5701 ...  878 6917 3436]
2179,[3170  560 9999 ... 2702 8182 3111]
2180,[2989 3834 7462 ... 4027 7103 2178]
2181,[1862  988 1838 ... 1878 7782 8322]
2182,[4458 8048 2429 ... 5905 1553 8665]
2183,[1549  569 2075 ... 4900 6455 3492]
2184,[2055 5434 3036 ...  361 6543 4710]
2185,[4657 2972 8531 ... 7144 3000 9992]
2186,[4925 1644 1162 ... 9185 6240 4516]
2187,[3491 3693 5566 ... 6606 7038 4137]
2188,[2384 6463 7927 ... 7681 6945 5777]
2189,[4311  764 5931 ... 9616 6522 9676]
2190,[9217 9892 7526 ... 9314 3010 5005]
2191,[5259 2385 1996 ... 7307 4452 1449]
2192,[3760 6029 6700 ... 9100 8112 4206]
2193,[8173 4155 1117 ... 1266 5769 4623]
2194,[6519 5505 2649 ...  270 5679 9732]
2195,[6316 1710 3903 ... 9595 8638 1304]
2196,[4480 1168 3153 ... 1307 1283 4899]
2197,[2888 1332 8671 ... 2866 6120 2068]
2198,[3231 3703   81 ... 1419 6472 6655]
2199,[6933 2381 6103 ... 4642 8345 9061]
2200,[7036 6698 8334 ... 4540 7714 6082]
2201,[6957 5537   92 ... 2065 1324 8231]
2202,[5972 2323 9881 ... 4288 6275 5897]
2203,[9451  263 8590 ... 5394 5731 8718]
2204,[3892 8314 1294 ... 4412 3194 5481]
2205,[2121 6472 6463 ... 2965 3017 4188]
2206,[6567 2696 6994 ... 5670 5721 3826]
2207,[4569 6510 7394 ... 9731 4957 8226]
2208,[1613 8174 4467 ... 7081 2435 9972]
2209,[3832 7104 5700 ... 6493 9296 3545]
2210,[5052  131 6381 ... 1211 7428 6678]
2211,[1433 1044 8800 ... 5488  548 2077]
2212,[5784  625 2640 ... 4320 3036 1877]
2213,[5213 2398 9439 ... 8563  632 6950]
2214,[7453 4740 8710 ... 8037 9495 1736]
2215,[7924 8294 8550 ... 9717 7006 1877]
2216,[7761 3126 7820 ... 2784 5389 5326]
2217,[7950  476 1749 ... 8507 8355 4298]
2218,[2007 2242 1137 ... 3111 3680 2259]
2219,[8728 3501 1142 ... 5044 2185 1432]
2220,[2296 7655 1056 ... 4355 4275 8382]
2221,[9659 8446 9887 ... 3199 4662 7415]
2222,[6162 9688 9522 ... 8013 6810 5431]
2223,[2571 2909 6022 ... 4476 9304 5535]
2224,[ 546 6327 1758 ... 2975 9564 7778]
2225,[6405 6189 6267 ... 9302 6302 1400]
2226,[6783 3501 7853 ... 8305 8392 2749]
2227,[2395 6961 1760 ... 4780 1723 7064]
2228,[3402 7921 4223 ... 3122 4248 5882]
2229,[8327 8254 1321 ... 9748 8598  144]
2230,[6714 7573  642 ...  800 5172 2269]
2231,[ 804 3798 1410 ... 9443 3929 6252]
2232,[5201  991 8932 ... 3069 1725 5902]
2233,[2284 9593 3666 ... 6438 8671 8414]
2234,[7645 7233 4061 ... 4268 4426 7124]
2235,[ 884 6341 6127 ... 8000 3480 3426]
2236,[1439 9070 4811 ... 1136 6835 3250]
2237,[1239 6258 6017 ... 4265 1457 1090]
2238,[4410 9245 1909 ... 1764 5838 2188]
2239,[ 472 8886 6282 ... 9416 5684 6779]
2240,[3201 1882 4063 ... 5204 7190 6191]
2241,[9133 8573 1838 ... 6189 8649 3349]
2242,[1134 1390 9103 ... 5079 9677 1169]
2243,[6204 6293 2775 ... 1393  575 1577]
2244,[6094 1687 9851 ... 6982 6215 3488]
2245,[8275 1757   63 ... 9197 2790 2332]
2246,[6510 9722 8137 ...  448 1247 2277]
2247,[6584 8256 4497 ... 7094  498 5922]
2248,[7183 6385 7386 ... 4515  598 9659]
2249,[4568 9568  347 ... 6893  364 7434]
2250,[5853 6375 3082 ... 8542 8200 7971]
2251,[8116 8753 3128 ... 8232 6939 7542]
2252,[7220 9787 4020 ... 3754 9210 3826]
2253,[6384  224 4631 ... 1095 7375 2314]
2254,[ 776 8350 1666 ... 1410 1985 7894]
2255,[  29   78 7960 ... 5917 2966 3920]
2256,[8712 7128 6479 ... 2302 2506 7076]
2257,[ 942 2403  686 ... 8085  507  785]
2258,[8807 9325 1734 ... 7813  526 1591]
2259,[6523 6285  756 ...  904 2010 9983]
2260,[6887 8248 4304 ... 5273 9029 4001]
2261,[1961 4799 5325 ... 8755 3379 8322]
2262,[6371 1318 2676 ... 4193 9079 7539]
2263,[5285 2691 3035 ... 6355 4191 6552]
2264,[ 104 2516 7169 ... 3144 2864 9466]
2265,[8237 8352 4161 ... 9353 9445 6691]
2266,[4741  632 2693 ... 6705 2120 8661]
2267,[2640 1240 3050 ... 1800 9513 4305]
2268,[4593 3830   29 ... 7690 9229 4395]
2269,[5836 1883 8845 ...  694 1712 1446]
2270,[9422 7503 1535 ... 5829 1580 4645]
2271,[ 715 9087  488 ... 3518  211  320]
2272,[5545 5455 9706 ... 2270 9808 8399]
2273,[7925 4680 6629 ... 3947 6514 6101]
2274,[4840 9391 9395 ... 1337  781 3943]
2275,[7949   53 5137 ... 2209 6009 8420]
2276,[6215 1344 3380 ... 8789 3225 9957]
2277,[6544  335 9588 ... 2312 6916 5067]
2278,[2967 7902 5281 ... 4271 2857 2496]
2279,[3257 9061 2955 ... 9700  705 7132]
2280,[8570 5021 3997 ... 4583 7838 3615]
2281,[5239 4715  565 ... 8354 2549 2544]
2282,[8328 7213 4334 ... 2682 1081 2407]
2283,[8845 9420 6799 ... 4384  210 6077]
2284,[8711 3716 9399 ... 7335 5635 7375]
2285,[9914 3381 9676 ... 4063 3146  698]
2286,[6766  480 9883 ...  673 1621 6524]
2287,[5318 4779 8961 ... 9094 7661 2592]
2288,[1026 4892 9001 ... 8093  387 3328]
2289,[9237 8679  954 ... 3687 8866  359]
2290,[2019 9190 5502 ...  639 9642  536]
2291,[7217 4918 3006 ... 7637 4465 5373]
2292,[7518 9539 2291 ... 3395 3077 8671]
2293,[9077 4591 3409 ... 6137 3185 9891]
2294,[3420 4194 6754 ... 7090 6078  958]
2295,[5045 8715 7811 ... 5133 9400 1508]
2296,[9388 4705  180 ... 2176  445 5860]
2297,[9689 7651 1466 ... 1381  576 8438]
2298,[2208 4177 5999 ... 1142 4196 4428]
2299,[1578 3124 8375 ... 9903 4347 4622]
2300,[7827  539 4852 ... 8113 1311 2357]
2301,[4740 1729 8583 ... 6505 3571 4812]
2302,[4794  285 6972 ... 4471 4145 1871]
2303,[5701 1499 6834 ... 8992 3437 2636]
2304,[3999 3073 8048 ... 1300 3785 2654]
2305,[4283 4216 4970 ... 7021 2717  639]
2306,[2134 1589 9491 ... 8531 8147 2640]
2307,[9130 7857 7354 ... 2808 8297 8619]
2308,[6898  966 6173 ... 3828 7347 1547]
2309,[1853 1112 7973 ... 4100 1456 5382]
2310,[9295 8932 2004 ... 4466 5670 8059]
2311,[6417 3708 6659 ... 3632 8984 7976]
2312,[4604 4246 2406 ... 1122 5712 5930]
2313,[7936 6811 5868 ... 5881 1415  933]
2314,[ 944 1856 2488 ...  725 8998  568]
2315,[5198 8305 6145 ... 8133 4831  158]
2316,[3214 6782 5616 ... 4024 1060 9768]
2317,[1059 6094 8924 ...   19 1515  833]
2318,[ 259 6084  662 ... 3859 5586  879]
2319,[6746 3888 1856 ... 3477 7369 4850]
2320,[3765 9657 3318 ...  772 1218 2040]
2321,[9062 7369 3317 ...  417 4017  891]
2322,[4473 5434 7230 ... 4251 2869 9173]
2323,[5380 7952 2969 ...  917 7620 6249]
2324,[ 856 1052 3969 ... 2779 6425 1138]
2325,[ 675 3595 6524 ... 9850 1099  483]
2326,[6289 6208 7076 ... 9407 8549  876]
2327,[ 380 8706 3796 ... 5343 3019  803]
2328,[3427 5860 4101 ... 6628  760   58]
2329,[2774 4955 6695 ... 5377 2014 7313]
2330,[  11 4495 4851 ... 1703 2745 7332]
2331,[9797 7692  469 ... 2757 7870 7597]
2332,[7745 9738 9660 ... 6859 4187 9227]
2333,[3246 9149 7689 ... 8311 6712 4752]
2334,[3924 1546 5379 ...  897 3804 7095]
2335,[2639 6311 8113 ... 1187 7650 2878]
2336,[5411 3187 8011 ... 3344 8884 5495]
2337,[8574 8267 1168 ...  150  112 1568]
2338,[4937 3046 9572 ... 3606 8086 9596]
2339,[6270 9678 9471 ... 2754  888 6062]
2340,[5995 5823 8725 ... 4057 5689 7683]
2341,[5714 8359  676 ... 3400  546 8023]
2342,[4537 5174 8053 ... 8718 2559 5871]
2343,[2768  131 8905 ...  185 1109 9107]
2344,[2789 1391 2236 ... 1028 1916  996]
2345,[1415 8576 9708 ... 8798 8973 2127]
2346,[8402 9923 5357 ...   99 5269 2382]
2347,[8799 7865 5853 ... 3621 2414 4736]
2348,[2941 5393 9036 ... 1043 5341 2838]
2349,[8308 4730 5388 ... 3138 1561 5413]
2350,[5571 5810 6781 ...  434 1561 9205]
2351,[8785 2662 1826 ...  416 1672  776]
2352,[6764 1797 1172 ... 6579 8518 4843]
2353,[ 964 6921 8676 ... 1839 8908  220]
2354,[6419 8283 4309 ... 9779 9593 4892]
2355,[8289 4924 3739 ... 2951 3005 6755]
2356,[4633 9563 6843 ... 8327 5786 7070]
2357,[7434 1306 4290 ... 6629 6597  399]
2358,[3444 8679 1391 ... 7879 3295 2479]
2359,[6716 3191  279 ... 9472 1596  415]
2360,[1383 6591 6931 ...  483   87 6421]
2361,[1659 1725 7085 ... 1506  877 3053]
2362,[9342 3979 7438 ... 3087 8197 8437]
2363,[5423 8067 1018 ... 6977 3934 6827]
2364,[4240 8307 9895 ... 9693 8745 3494]
2365,[9424 6029 2624 ... 6453 8718 8672]
2366,[7621 4289 8693 ... 2681 4428 4998]
2367,[1452 8970 9339 ... 7890 3114 6506]
2368,[5483 4751 4093 ... 6818 8726 3891]
2369,[3630   11 1429 ... 7764 4256  457]
2370,[2247 3876 4498 ... 1542 5229 2885]
2371,[8715 4394 5682 ... 3094 5587 3171]
2372,[8785 5350  389 ...  579 9821 4235]
2373,[2998 3962 7117 ... 8697 7989 6353]
2374,[1664 2329 6357 ...  274 8089 4564]
2375,[4326 8014 2157 ... 5481 6014 3760]
2376,[9321 8610 6183 ... 6305 6342 8791]
2377,[4527 5129 4176 ... 8446 4127 7935]
2378,[4761 1759 6715 ... 1021 4300 5129]
2379,[9400 4604  357 ... 7062 4804 2307]
2380,[8140 7879 9741 ... 1680 8472 9231]
2381,[9768 8901 6775 ... 6852 7626  311]
2382,[1550 7651 5579 ... 9019 7574 3433]
2383,[ 390  589  422 ... 6370 3237 6813]
2384,[9430 3326 9328 ... 1775   48 9395]
2385,[3596 5003 4758 ... 7977 3028 5789]
2386,[8213 4407 3560 ... 1329 6411 4022]
2387,[  45 6942 7488 ... 8892  991 7822]
2388,[3020 4637 6341 ... 3437 2567 3624]
2389,[5010 2561 8227 ... 6582 6564 9287]
2390,[7886 9114 3433 ... 2335 2302    1]
2391,[3634 3451 4582 ... 2121 5590 8376]
2392,[4414 7096 4085 ...  302 1027 6012]
2393,[ 573 8156  191 ... 7620 2800 5220]
2394,[ 109 1417 5900 ... 1377 9251 3256]
2395,[5382 9786  531 ... 8188 1115 1696]
2396,[2940 5724 6823 ... 2436 8116 9126]
2397,[8072  392 8630 ... 7831 4166 9123]
2398,[5335 5496 9732 ... 7697 8605 6447]
2399,[6924 9562  501 ... 6430 2631 5519]
2400,[  62 6486 3153 ... 5227 8926 8756]
2401,[9251 2108 2916 ... 7033 3727  952]
2402,[7697 2486 3116 ... 2462 5982 3358]
2403,[7745 2269 6012 ... 8128 2896 8349]
2404,[4556 6074 2722 ... 3617 8862 3014]
2405,[9347 5095 6937 ... 9686 2961   29]
2406,[7295 7603 6388 ... 1773 3513 2958]
2407,[3220 1112 6117 ... 3188 4521 7151]
2408,[8918 8156 4732 ... 8027 6312 6943]
2409,[2526 9730 9752 ... 5313 2699 3239]
2410,[9406 2701 9539 ... 3284 4245 1353]
2411,[1761 2222 2223 ... 6364 3964 1797]
2412,[8101 2584 8351 ... 6148   78 2920]
2413,[3150 2874 5464 ... 3668 4677 2607]
2414,[3630 8077 5629 ... 6632 1245 7403]
2415,[ 801 9096 9780 ... 2804 6714 7965]
2416,[1848 5517 8918 ... 3534 7173 3554]
2417,[ 406 2396 9891 ... 7917 9868 2630]
2418,[4617 6593 3962 ...  927 3032 8232]
2419,[2585 2946 1216 ... 3739 8718   44]
2420,[8789 5260 5985 ... 5861 4444 3760]
2421,[2296 1039 5638 ... 4063 4143  699]
2422,[8637 1987 7325 ... 9179 5126 9755]
2423,[7841  200 2300 ... 1788 2186 4673]
2424,[  18 6508 3656 ... 8351 9561 6860]
2425,[2794 4663 1909 ... 6704 8600 4525]
2426,[6465 7648 8610 ...  165 8156   38]
2427,[7118 9009 4037 ... 1211 7703 1304]
2428,[7595 5651 5937 ... 5186 8878 9738]
2429,[2414 8182  935 ...  805 4758 6120]
2430,[5411 1169 4845 ... 7068 2890 8581]
2431,[ 190 6410 9201 ... 5214 2416 3075]
2432,[3890 2185 8311 ... 2255 6361 5069]
2433,[9951 4625 9220 ... 7013 2941  248]
2434,[9577 1136 4430 ...   91 9872 8412]
2435,[1362 1209 2886 ... 6932 9663 1102]
2436,[1210 1028 2176 ... 4718 6048 3329]
2437,[3631 8007 5717 ... 8276 4390 1333]
2438,[6422 3291 8082 ... 2214 6313 3162]
2439,[9905 1991 7233 ... 5117 7732 9783]
2440,[4418 2855 5252 ... 2687 7078 8178]
2441,[6358 3694 7719 ... 3297  643 7533]
2442,[2948 3672  491 ... 8972 2366  751]
2443,[4356 1432 1957 ... 8512 3446 5884]
2444,[ 620 5896 2890 ... 4833 9145 6099]
2445,[9141 7351 6562 ... 7284 6059 3664]
2446,[4428 8938 8406 ... 6369 6900 8919]
2447,[1564 1655 8022 ...  496 8209 5872]
